OMXH Shortlist – full table : generated 2025-11-17 16:00 UTC

LEGEND / HOW TO READ
- Edge v6 = all formulas (blended).
- Edge v4 = base formulas.
- Edge (NoVol) = without volume factors.
- Prob Up (Anchor) = anchor model probability.
- P(Up) Mkv1 / Mkv2 = Markov 1st and 2nd order probabilities.
- R²(40d) = log-trend R² (1 = clean trend, 0 = random).
- Hurst (>0.5) = trending tendency.
- IBS = intraday bar position of close (smaller is better).
- RSI2 = short-term RSI (smaller is better).
- Overhead (≤+1 ATR) = number of prior swing-highs within +1 ATR overhead (smaller is better).
- Weekly Bull = weekly EMA(10) > EMA(20).
- M-FibBonus / KeyLvlBonus = extra score from nearby Fib/key levels.
- RVOL20 = relative 20-day volume.
- ATR% = ATR / Close.

TRADING PLAN (compact)
1) Buy only if Weekly Bull = True and Edge v6 ≥ 30.
2) Prefer setups with RSI2 ≤ 20 and IBS ≤ 0.40 (dips in uptrend).
3) Require Overhead ≤ 2, ATR% 1–4%, RVOL20 ≥ 0.9.
4) Bonus if near M-Fib/KeyLvl (≤0.35 ATR) and NR7+Inside setup.
5) Sell/trim when RSI2 ≥ 90 or R² breaks down and Hurst < 0.45.

=== Ranked (v6 blended score (default)) ===  (wrapped ≤1000000 chars)
Ticker | Edge v6 | Edge v4 | Edge (NoVol) | Prob Up (Anchor) | P(Up) Mkv1 | P(Up) Mkv2 | Analogs | Weekly Bull | IBS   | R²(40d) | RSI2  | Hurst | PermEnt | DomCycle | M-Fib | M-FibBonus | KeyLvlBonus | KeyHits                                 | FibRet   | FibScore | Overhead (≤+1 ATR) | Close   | ATR%  | RVOL20 | ADV20 €       
KO     |   36.57 |   28.08 |         8.56 |            68.9% |      50.7% |      51.1% |      59 |        True | 0.538 |   0.748 |  53.2 | 1.000 |   0.942 |        5 | 0.786 |        1.4 |         3.5 |        PivotClose:71.1600;Round:71.0000 |    0.000 |      0.0 |                  2 |   71.16 |  1.5% |   0.79 |  1,158,814,032
HOLX   |   34.86 |   24.45 |        24.45 |            56.8% |      53.1% |      52.5% |     130 |        True | 0.222 |   0.787 |  15.9 | 1.013 |   0.940 |        5 | 0.786 |        2.6 |         3.8 |     PivotClose:74.1500;PivotLow:74.0900 |    0.000 |      0.0 |                  2 |   74.15 |  0.5% |   1.03 |    381,959,550
DAN    |   34.79 |   22.00 |        24.96 |            50.0% |      50.0% |      49.9% |      30 |        True | 0.347 |   0.362 |   9.1 | 1.011 |   0.929 |        5 |   nan |        0.0 |         4.7 |         PivotHigh:20.8000;EMA20:20.7582 |    0.777 |      4.7 |                  0 |   20.81 |  3.5% |   0.52 |     43,788,976
JCI    |   34.54 |   26.48 |        34.73 |            51.9% |      52.2% |      53.8% |      25 |        True | 0.316 |   0.719 |   9.7 | 1.011 |   0.931 |        5 |   nan |        0.0 |         3.9 |      PivotClose:118.7200;Round:119.0000 |    0.000 |      0.0 |                  0 |  118.72 |  2.6% |   0.72 |    548,375,005
JXN    |   34.20 |   31.18 |        17.27 |            76.5% |      55.6% |      56.4% |      32 |        True | 0.714 |   0.585 |  68.9 | 1.030 |   0.932 |        5 |   nan |        0.0 |         4.7 |   PivotClose:94.4700;PivotClose:94.5900 |    0.000 |      0.0 |                  2 |   94.47 |  3.1% |   0.80 |     50,613,805
ROST   |   34.19 |   26.44 |        27.41 |            55.6% |      52.9% |      55.0% |      16 |        True | 0.292 |   0.833 |  10.9 | 1.025 |   0.942 |        5 |   nan |        0.0 |         3.4 |      PivotClose:160.5800;Round:161.0000 |    0.000 |      0.0 |                  1 |  160.58 |  1.6% |   1.43 |    326,077,931
AEE    |   34.14 |   24.33 |        24.33 |            66.7% |      51.9% |      52.3% |      13 |        True | 0.642 |   0.123 |  53.8 | 0.997 |   0.937 |        5 |   nan |        0.0 |         4.4 |      PivotClose:105.0200;Round:105.0000 |    0.000 |      0.0 |                  4 |  105.02 |  1.5% |   1.02 |    161,079,125
SPXC   |   34.12 |   25.32 |        13.29 |            57.9% |      51.7% |      52.1% |      17 |        True | 0.797 |   0.692 |   7.4 | 1.012 |   0.934 |        5 | 0.786 |        0.7 |         4.2 |      PivotClose:211.4300;Round:211.0000 |    0.000 |      0.0 |                  0 |  211.43 |  4.8% |   0.52 |     89,340,657
SNY    |   33.48 |   24.00 |         6.00 |            60.0% |      52.5% |      51.2% |      18 |        True | 0.326 |   0.574 |  69.6 | 0.989 |   0.938 |        5 | 0.500 |        1.3 |         4.4 |    PivotClose:52.1400;PivotHigh:52.2000 |    0.000 |      0.0 |                  2 |   52.14 |  1.6% |   0.94 |    117,864,530
IQV    |   33.27 |   25.32 |         7.89 |            57.9% |      51.5% |      51.4% |      17 |        True | 0.140 |   0.705 |  48.3 | 1.017 |   0.927 |        5 |   nan |        0.0 |         4.2 |   PivotClose:220.6100;PivotLow:220.0200 |    0.000 |      0.0 |                  2 |  220.61 |  2.7% |   0.79 |    390,366,314
NUE    |   33.23 |   27.29 |        17.44 |            67.9% |      49.5% |      50.0% |      26 |        True | 0.606 |   0.559 |  69.4 | 1.007 |   0.945 |        5 |   nan |        0.0 |         2.7 |           Round:148.0000;Round:147.0000 |    0.435 |      8.2 |                  1 |  147.78 |  3.4% |   0.71 |    238,262,005
VCYT   |   32.86 |   25.90 |        25.90 |            58.6% |      49.3% |      48.5% |      85 |        True | 0.781 |   0.603 |   7.7 | 1.027 |   0.935 |        5 |   nan |        0.0 |         3.9 |    PivotClose:39.3500;PivotHigh:39.6500 |    0.000 |      0.0 |                  0 |   39.35 |  5.6% |   1.01 |     38,691,265
MU     |   32.77 |   24.57 |        18.11 |            60.7% |      51.6% |      51.2% |      26 |        True | 0.652 |   0.939 |  68.2 | 1.000 |   0.933 |        5 |   nan |        0.0 |         4.5 |   PivotClose:246.8300;PivotLow:247.8100 |    0.000 |      0.0 |                  1 |  246.83 |  6.2% |   1.54 |  5,329,528,904
GOOG   |   32.46 |   25.23 |         9.10 |            61.5% |      52.9% |      52.1% |      50 |        True | 0.720 |   0.759 |  10.6 | 1.010 |   0.928 |        5 |   nan |        0.0 |         3.2 |        Round:277.0000;PivotLow:275.7400 |    1.352 |      0.0 |                  0 |  276.98 |  2.9% |   0.83 |  5,907,352,013
LEN    |   32.11 |   29.76 |        29.76 |            81.0% |      51.5% |      54.1% |      19 |        True | 0.095 |   0.043 |  18.1 | 1.011 |   0.942 |        5 |   nan |        0.0 |         4.3 |   PivotClose:121.1100;PivotLow:120.8500 |    0.000 |      0.0 |                  3 |  121.11 |  2.5% |   1.26 |    458,568,984
PATK   |   32.08 |   22.57 |        11.65 |            60.7% |      50.6% |      50.8% |      26 |        True | 0.951 |   0.011 |   4.9 | 1.014 |   0.939 |        5 | 0.618 |        5.7 |         4.8 |  PivotClose:100.0000;PivotHigh:100.1000 |    0.000 |      0.0 |                  1 |  100.00 |  3.3% |   0.88 |     30,268,821
HBI    |   31.77 |   26.95 |         8.00 |            73.7% |      50.0% |      50.5% |      17 |        True | 0.792 |   0.050 |  76.1 | 1.007 |   0.929 |        5 |   nan |        0.0 |         3.3 |          PivotClose:6.6500;EMA20:6.6111 |    0.000 |      0.0 |                  2 |    6.65 |  2.7% |   0.99 |     39,704,724
FR     |   31.71 |   24.70 |        10.29 |            60.9% |      52.1% |      52.6% |      44 |        True | 0.282 |   0.750 |  18.3 | 1.014 |   0.940 |        5 |   nan |        0.0 |         3.1 |     PivotClose:55.7300;PivotLow:55.5100 |    0.000 |      0.0 |                  3 |   55.73 |  1.7% |   0.67 |     52,407,707
CRL    |   31.46 |   26.81 |        22.76 |            69.8% |      52.4% |      53.2% |      41 |        True | 0.699 |   0.280 |  17.3 | 0.995 |   0.939 |        5 |   nan |        0.0 |         4.6 |   PivotClose:167.7000;PivotLow:167.6000 |    2.172 |      0.0 |                  0 |  167.81 |  4.0% |   1.51 |    224,840,092
PTGX   |   31.45 |   24.00 |        11.66 |            60.0% |      50.8% |      52.0% |      18 |        True | 0.664 |   0.724 |  66.0 | 1.016 |   0.937 |        5 |   nan |        0.0 |         3.7 |        PivotClose:84.6100;Round:85.0000 |    0.000 |      0.0 |                  1 |   84.61 |  3.9% |   0.82 |     72,071,712
INVX   |   30.93 |   24.43 |        10.65 |            64.3% |      49.6% |      49.1% |      12 |        True | 0.780 |   0.575 |  94.4 | 1.008 |   0.939 |        5 |   nan |        0.0 |         3.3 |         PivotHigh:22.1600;Round:22.0000 |   18.333 |      0.0 |                  1 |   22.08 |  4.5% |   1.96 |      7,930,152
SMTC   |   30.89 |   27.33 |         9.56 |            66.7% |      52.5% |      53.1% |      22 |        True | 0.587 |   0.173 |   6.7 | 1.018 |   0.940 |        5 |   nan |        0.0 |         3.5 |             EMA50:65.7842;Round:65.0000 |   -0.518 |      0.0 |                  0 |   65.46 |  6.4% |   0.91 |    105,417,198
ACHC   |   30.88 |   31.61 |        31.61 |            78.3% |      49.9% |      50.6% |      21 |       False | 0.654 |   0.619 |   0.8 | 1.005 |   0.940 |        5 | 0.000 |        0.5 |         1.9 |                           Round:16.0000 |   -0.488 |      0.0 |                  0 |   16.02 |  6.6% |   1.10 |     51,724,957
DOCN   |   30.27 |   20.44 |         6.97 |            55.6% |      50.9% |      53.7% |      52 |        True | 0.741 |   0.670 |  29.8 | 1.008 |   0.929 |        5 | 0.786 |        2.6 |         3.1 |          Round:46.0000;PivotLow:45.4400 |    0.100 |      0.6 |                  0 |   45.84 |  7.1% |   0.59 |    136,400,546
STX    |   30.10 |   25.52 |         8.59 |            61.9% |      51.8% |      50.7% |      19 |        True | 0.426 |   0.408 |   6.8 | 1.017 |   0.934 |        5 |   nan |        0.0 |         4.9 |        EMA20:258.7738;PivotLow:258.8500 |   -0.210 |      0.0 |                  1 |  258.21 |  7.2% |   0.93 |  1,292,826,781
VSCO   |   29.82 |   19.87 |         8.00 |            54.8% |      49.9% |      48.9% |      29 |        True | 0.729 |   0.908 |  75.3 | 1.028 |   0.924 |        5 | 0.618 |        2.9 |         3.8 |    PivotClose:35.7000;PivotHigh:35.9700 |    0.000 |      0.0 |                  1 |   35.70 |  5.1% |   0.95 |     75,070,474
ES     |   29.77 |   20.50 |        20.50 |            59.4% |      54.4% |      55.3% |      30 |        True | 0.040 |   0.531 |  36.5 | 1.012 |   0.943 |        5 |   nan |        0.0 |         4.8 |     PivotClose:73.3000;PivotLow:73.2600 |    0.000 |      0.0 |                  3 |   73.30 |  1.8% |   1.01 |    183,535,015
GOOGL  |   29.68 |   22.51 |        13.50 |            58.1% |      52.9% |      52.0% |      41 |        True | 0.726 |   0.757 |  10.9 | 1.010 |   0.933 |        5 |   nan |        0.0 |         3.2 |           Round:276.0000;Round:277.0000 |    1.307 |      0.0 |                  0 |  276.41 |  3.0% |   0.92 |  9,220,781,860
KMT    |   29.59 |   20.52 |        30.00 |            48.1% |      50.0% |      50.9% |      25 |        True | 0.122 |   0.714 |  19.6 | 1.006 |   0.935 |        5 | 0.786 |        0.9 |         1.3 |                           Round:27.0000 |    0.137 |      1.8 |                  0 |   26.90 |  3.6% |   0.76 |     23,795,500
TJX    |   29.58 |   20.67 |        20.67 |            58.3% |      54.0% |      56.3% |      34 |        True | 0.286 |   0.288 |  35.2 | 0.991 |   0.941 |        5 |   nan |        0.0 |         4.3 |      PivotClose:146.0800;Round:146.0000 |    0.000 |      0.0 |                  2 |  146.08 |  1.6% |   1.07 |    639,870,694
AEP    |   29.52 |   21.89 |         8.56 |            61.1% |      52.9% |      53.9% |      16 |        True | 0.384 |   0.779 |  16.1 | 1.005 |   0.939 |        5 |   nan |        0.0 |         3.4 |      PivotClose:121.3000;Round:121.0000 |    0.000 |      0.0 |                  2 |  121.30 |  1.6% |   0.82 |    444,278,347
KALU   |   29.52 |   21.71 |        29.33 |            57.1% |      52.2% |      51.7% |      26 |        True | 0.561 |   0.803 |  15.5 | 0.999 |   0.947 |        5 |   nan |        0.0 |         4.0 |        PivotClose:91.2500;Round:91.0000 |    1.007 |      0.0 |                  1 |   91.22 |  4.1% |   0.67 |     20,949,629
MMM    |   29.47 |   19.00 |        22.08 |            50.0% |      53.7% |      54.4% |      32 |        True | 0.251 |   0.589 |  22.7 | 1.008 |   0.944 |        5 |   nan |        0.0 |         4.6 |   PivotClose:167.5800;PivotLow:167.7500 |    0.000 |      0.0 |                  1 |  167.58 |  2.4% |   0.79 |    576,821,071
VTR    |   29.46 |   15.00 |         8.15 |            56.2% |      52.2% |      51.5% |      62 |        True | 0.862 |   0.754 |  99.4 | 1.010 |   0.942 |        5 | 1.000 |        4.8 |         4.4 |    PivotClose:78.0000;PivotHigh:78.0900 |    0.000 |      0.0 |                  0 |   78.00 |  1.6% |   0.98 |    225,487,328
CTRE   |   29.42 |   21.76 |        18.00 |            64.7% |      50.4% |      49.3% |      15 |        True | 0.580 |   0.317 |  37.3 | 1.027 |   0.935 |        5 |   nan |        0.0 |         4.3 |    PivotClose:35.8800;PivotHigh:35.8150 |    0.000 |      0.0 |                  2 |   35.88 |  2.3% |   0.53 |     67,237,522
ETR    |   29.39 |   25.31 |         0.83 |            65.4% |      51.1% |      52.2% |      24 |        True | 0.641 |   0.424 |  36.3 | 1.015 |   0.941 |        5 |   nan |        0.0 |         4.3 |        PivotClose:95.0500;Round:95.0000 |    0.000 |      0.0 |                  0 |   95.05 |  1.8% |   0.94 |    251,975,421
MNST   |   29.36 |   21.43 |        16.06 |            64.3% |      49.1% |      48.7% |      12 |        True | 0.448 |   0.382 |  70.1 | 1.017 |   0.946 |        5 |   nan |        0.0 |         3.4 |        PivotClose:71.3100;Round:71.0000 |    0.000 |      0.0 |                  2 |   71.31 |  2.6% |   0.88 |    410,476,341
SSTK   |   29.36 |   25.14 |         0.00 |            71.4% |      50.2% |      49.2% |      19 |        True | 0.988 |   0.107 |  46.6 | 1.021 |   0.937 |        5 |   nan |        0.0 |         4.9 |    PivotClose:21.4700;PivotHigh:21.4800 |    0.000 |      0.0 |                  2 |   21.47 |  6.0% |   0.44 |      8,295,084
AORT   |   28.93 |   22.52 |        22.52 |            61.9% |      47.6% |      46.5% |      19 |        True | 0.886 |   0.792 |  34.0 | 1.024 |   0.945 |        5 |   nan |        0.0 |         3.8 |      PivotLow:45.7800;PivotHigh:45.5300 |    0.728 |      6.3 |                  1 |   45.70 |  3.8% |   1.23 |     19,798,053
SHOO   |   28.93 |   20.91 |        19.52 |            63.6% |      51.9% |      52.7% |      20 |        True | 0.859 |   0.560 |  23.5 | 0.998 |   0.935 |        5 |   nan |        0.0 |         2.6 |        Round:38.0000;PivotClose:38.2100 |    1.460 |      0.0 |                  1 |   37.92 |  4.0% |   0.48 |     52,372,280
APH    |   28.73 |   24.22 |        24.22 |            56.5% |      54.0% |      54.5% |      21 |        True | 0.548 |   0.779 |   6.2 | 1.018 |   0.941 |        5 |   nan |        0.0 |         4.1 |      PivotClose:133.7400;Round:134.0000 |    0.000 |      0.0 |                  1 |  133.74 |  3.6% |   1.09 |  1,229,262,400
AZN    |   28.72 |   18.48 |        27.14 |            60.6% |      50.8% |      49.9% |      31 |        True | 0.752 |   0.406 |  79.6 | 0.996 |   0.947 |        5 | 1.000 |        2.7 |         4.1 |        PivotClose:89.1000;Round:89.0000 |    0.000 |      0.0 |                  2 |   89.10 |  1.9% |   0.91 |    378,777,595
NMIH   |   28.70 |   23.88 |         0.00 |            82.4% |      49.5% |      50.8% |      15 |       False | 0.850 |   0.132 |  67.0 | 1.019 |   0.939 |        5 | 0.500 |        5.5 |         3.9 |    PivotClose:37.5800;PivotHigh:37.7000 |    0.000 |      0.0 |                  2 |   37.58 |  2.5% |   0.84 |     15,522,884
GM     |   28.69 |   20.71 |        24.35 |            48.4% |      50.6% |      49.7% |      29 |        True | 0.060 |   0.643 |  17.7 | 1.017 |   0.933 |        5 |   nan |        0.0 |         4.6 |     PivotClose:70.5200;PivotLow:70.4400 |    0.000 |      0.0 |                  0 |   70.52 |  2.2% |   0.63 |    779,805,919
OTTR   |   28.31 |   16.71 |        29.18 |            57.1% |      52.1% |      54.1% |      26 |        True | 0.431 |   0.042 |   8.9 | 1.015 |   0.952 |        5 | 0.786 |        4.7 |         4.8 |     PivotClose:82.9600;PivotLow:82.9200 |    0.000 |      0.0 |                  2 |   82.96 |  2.3% |   0.96 |     17,444,889
MDU    |   28.18 |   21.71 |        35.13 |            57.1% |      52.5% |      52.3% |      40 |        True | 0.563 |   0.907 |  17.0 | 0.993 |   0.935 |        5 |   nan |        0.0 |         2.5 |                      PivotClose:20.6100 |    0.000 |      0.0 |                  0 |   20.61 |  2.1% |   0.63 |     56,733,159
DOV    |   28.06 |   15.23 |        14.89 |            61.5% |      52.1% |      52.7% |     102 |       False | 0.673 |   0.660 |  62.5 | 1.030 |   0.935 |        5 | 0.500 |        4.0 |         4.9 | PivotClose:183.1200;PivotClose:183.0700 |    0.000 |      0.0 |                  1 |  183.12 |  2.0% |   0.75 |    227,582,010
ANDE   |   27.91 |   21.89 |        12.22 |            61.1% |      50.3% |      49.3% |      16 |        True | 0.953 |   0.901 |  29.3 | 1.026 |   0.939 |        5 |   nan |        0.0 |         2.7 |         PivotHigh:49.4300;Round:49.0000 |    0.412 |      9.0 |                  1 |   49.28 |  3.6% |   0.60 |     15,039,741
VCEL   |   27.87 |   22.47 |         8.11 |            70.6% |      44.4% |      44.7% |      15 |       False | 0.404 |   0.887 |  41.4 | 1.008 |   0.941 |        5 |   nan |        0.0 |         3.4 |         PivotHigh:39.7100;Round:40.0000 |   -0.951 |      0.0 |                  1 |   39.86 |  4.8% |   0.66 |     23,945,966
PHIN   |   27.81 |   27.05 |        15.00 |            67.6% |      52.6% |      54.0% |      35 |        True | 0.697 |   0.396 |  34.9 | 1.008 |   0.934 |        5 |   nan |        0.0 |         4.5 |        PivotClose:54.2500;EMA50:54.1319 |    0.000 |      0.0 |                  1 |   54.25 |  2.3% |   0.93 |     19,662,497
VTRS   |   27.80 |   17.00 |        27.00 |            43.8% |      51.0% |      52.8% |      14 |        True | 0.250 |   0.687 |  31.1 | 1.010 |   0.941 |        5 | 0.618 |        1.9 |         0.0 |                                         |    0.444 |      8.2 |                  1 |   10.72 |  3.4% |   0.79 |     98,050,728
DD     |   27.67 |   19.78 |        22.00 |            47.2% |      50.7% |      50.1% |      34 |        True | 0.089 |   0.710 |  16.3 | 1.005 |   0.933 |        5 |   nan |        0.0 |         4.4 |     PivotClose:39.7100;PivotLow:39.6300 |    0.000 |      0.0 |                  1 |   39.71 |  2.8% |   0.76 |    323,723,790
ALKS   |   27.57 |   23.36 |        22.00 |            61.7% |      51.1% |      52.0% |      45 |        True | 0.218 |   0.298 |   6.7 | 1.006 |   0.944 |        5 | 0.382 |        2.6 |         1.9 |                           Round:29.0000 |   -4.925 |      0.0 |                  0 |   29.04 |  7.6% |   1.75 |    102,051,865
WU     |   27.34 |   15.66 |         5.30 |            62.1% |      53.6% |      53.1% |      27 |       False | 0.063 |   0.646 |  17.6 | 1.023 |   0.946 |        5 | 0.236 |        5.3 |         4.7 |       PivotClose:8.8300;PivotLow:8.8200 |    0.000 |      0.0 |                  0 |    8.83 |  3.6% |   0.49 |    107,131,724
WBD    |   27.20 |   17.41 |        11.43 |            59.3% |      50.1% |      49.9% |      25 |        True | 0.758 |   0.568 |  79.1 | 0.999 |   0.930 |        5 | 1.000 |        2.4 |         4.0 |        PivotClose:23.0500;Round:23.0000 |    0.978 |      0.0 |                  2 |   23.03 |  3.3% |   1.47 |    800,551,880
HSY    |   26.96 |   27.40 |        35.22 |            68.0% |      49.8% |      50.1% |      23 |        True | 0.601 |   0.621 |  93.3 | 1.015 |   0.945 |        5 |   nan |        0.0 |         4.2 |      PivotClose:179.2000;Round:179.0000 |    0.000 |      0.0 |                  2 |  179.20 |  2.8% |   0.82 |    342,285,203
SITM   |   26.89 |   20.50 |         8.00 |            65.6% |      53.7% |      54.4% |      30 |        True | 0.327 |   0.018 |   5.2 | 1.028 |   0.935 |        5 | 0.618 |        3.4 |         4.6 |           EMA50:281.8228;Round:283.0000 |   -0.338 |      0.0 |                  6 |  282.58 |  8.9% |   0.97 |    111,528,839
WEC    |   26.88 |   24.43 |        24.73 |            63.0% |      53.3% |      52.5% |      44 |        True | 0.600 |   0.012 |   6.8 | 1.002 |   0.936 |        5 |   nan |        0.0 |         4.4 |      PivotClose:110.9700;Round:111.0000 |    0.000 |      0.0 |                  1 |  110.97 |  1.5% |   0.89 |    271,670,633
DGX    |   26.86 |   15.00 |        20.66 |            55.0% |      53.3% |      52.5% |      18 |        True | 0.300 |   0.079 |  53.5 | 1.023 |   0.948 |        5 | 0.786 |        5.4 |         4.4 |      PivotClose:186.9500;Round:187.0000 |    0.000 |      0.0 |                  3 |  186.95 |  2.4% |   0.74 |    226,167,934
SNA    |   26.86 |   19.71 |        15.24 |            57.1% |      52.5% |      52.4% |      61 |        True | 0.128 |   0.004 |   1.2 | 0.989 |   0.929 |        5 | 0.500 |        4.7 |         4.5 |      PivotClose:329.9800;Round:330.0000 |    0.000 |      0.0 |                  0 |  329.98 |  1.9% |   0.99 |     92,273,490
TRNO   |   26.50 |   19.00 |        15.92 |            50.0% |      52.1% |      51.3% |      30 |        True | 0.260 |   0.323 |  30.0 | 1.018 |   0.947 |        5 | 0.618 |        0.6 |         3.2 |        PivotClose:60.7400;Round:61.0000 |    0.000 |      0.0 |                  1 |   60.74 |  2.2% |   0.83 |     41,509,377
BJRI   |   26.49 |   17.00 |        15.39 |            56.2% |      48.9% |      47.8% |      14 |       False | 0.315 |   0.615 |  38.5 | 1.005 |   0.932 |        5 |   nan |        0.0 |         1.5 |      PivotLow:36.7500;PivotHigh:36.1500 |    0.496 |      9.9 |                  1 |   36.50 |  3.9% |   0.83 |     18,205,185
AGO    |   26.48 |   20.73 |        19.00 |            62.2% |      51.7% |      53.2% |      35 |        True | 0.369 |   0.026 |  57.6 | 1.005 |   0.938 |        5 | 0.618 |        1.0 |         2.7 |     PivotClose:87.4600;PivotLow:87.0100 |    0.000 |      0.0 |                  1 |   87.46 |  1.9% |   0.94 |     25,533,857
PEP    |   26.47 |   16.00 |         9.86 |            56.2% |      50.5% |      49.8% |      14 |        True | 0.660 |   0.087 |  87.0 | 1.016 |   0.945 |        5 | 0.500 |        4.5 |         4.7 |      PivotClose:145.8500;EMA20:145.6398 |    0.000 |      0.0 |                  0 |  145.85 |  1.7% |   0.91 |    935,091,127
ETN    |   26.43 |   24.29 |        24.29 |            62.9% |      53.8% |      51.8% |      33 |        True | 0.385 |   0.000 |   6.8 | 1.022 |   0.934 |        5 |   nan |        0.0 |         4.1 |        PivotLow:352.1000;Round:352.0000 |    4.686 |      0.0 |                  0 |  352.39 |  3.8% |   1.26 |  1,007,263,012
CSGS   |   26.23 |   18.44 |        17.81 |            49.3% |      50.9% |      52.4% |     284 |        True | 0.345 |   0.710 |  18.9 | 1.007 |   0.940 |        5 |   nan |        0.0 |         4.0 |     PivotClose:78.2500;PivotLow:78.1500 |    0.000 |      0.0 |                  2 |   78.25 |  1.1% |   0.53 |     47,636,017
